,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,budget,budget,budget,budget,budget,budget,budget,budget,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,runtime,runtime,runtime,runtime,runtime,runtime,runtime,runtime,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_height,a_height,a_height,a_height,a_height,a_height,a_height,a_height
1352821,10.0,44722.0,0.0,44722.0,44722.0,44722.0,44722.0,44722.0,10.0,84943.07066381155,1.533906547977618e-11,84943.07066381157,84943.07066381157,84943.07066381157,84943.07066381157,84943.07066381157,0.0,,,,,,,,0.0,,,,,,,,10.0,119.0,0.0,119.0,119.0,119.0,119.0,119.0,8.0,34.625,11.99925592931257,24.0,24.0,30.5,43.25,55.0,7.0,1.674,0.08317852286898748,1.6,1.634,1.65,1.6749999999999998,1.85
1352995,5.0,2500000.0,0.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,5.0,27718749.999999993,4.16500117164066e-09,27718749.999999996,27718749.999999996,27718749.999999996,27718749.999999996,27718749.999999996,0.0,,,,,,,,0.0,,,,,,,,5.0,110.0,0.0,110.0,110.0,110.0,110.0,110.0,5.0,36.4,7.402702209328699,29.0,31.0,37.0,37.0,48.0,4.0,1.7714999999999999,0.1731925710492995,1.6,1.6375,1.765,1.899,1.956
1353062,3.0,460000.0,0.0,460000.0,460000.0,460000.0,460000.0,460000.0,3.0,9891393.93939394,0.0,9891393.93939394,9891393.93939394,9891393.93939394,9891393.93939394,9891393.93939394,0.0,,,,,,,,0.0,,,,,,,,3.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,2.0,29.0,4.242640687119285,26.0,27.5,29.0,30.5,32.0,1.0,1.9,,1.9,1.9,1.9,1.9,1.9
1353111,11.0,8124257.0,0.0,8124257.0,8124257.0,8124257.0,8124257.0,8124257.0,11.0,26640354.746765252,3.9071174270292805e-09,26640354.74676525,26640354.74676525,26640354.74676525,26640354.74676525,26640354.74676525,0.0,,,,,,,,0.0,,,,,,,,11.0,253.0,0.0,253.0,253.0,253.0,253.0,253.0,8.0,39.375,6.7175144212722016,29.0,35.25,39.0,45.5,47.0,5.0,1.7494,0.0864395742701224,1.65,1.68,1.77,1.78,1.867
1353277,16.0,8000000.0,0.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,16.0,79730337.07865167,0.0,79730337.07865167,79730337.07865167,79730337.07865167,79730337.07865167,79730337.07865167,16.0,5037000.0,0.0,5037000.0,5037000.0,5037000.0,5037000.0,5037000.0,16.0,50200213.48314606,7.694926552389893e-09,50200213.48314606,50200213.48314606,50200213.48314606,50200213.48314606,50200213.48314606,16.0,171.0,0.0,171.0,171.0,171.0,171.0,171.0,16.0,38.25,8.606199315996967,17.0,34.0,38.0,43.75,51.0,4.0,1.7610000000000001,0.09404254356407007,1.63,1.7425,1.78,1.7985,1.854
1354688,9.0,68349884.0,0.0,68349884.0,68349884.0,68349884.0,68349884.0,68349884.0,9.0,113214467.05508868,1.580506819158526e-08,113214467.05508868,113214467.05508868,113214467.05508868,113214467.05508868,113214467.05508868,9.0,35000000.0,0.0,35000000.0,35000000.0,35000000.0,35000000.0,35000000.0,9.0,57973856.209150314,0.0,57973856.209150314,57973856.209150314,57973856.209150314,57973856.209150314,57973856.209150314,9.0,91.0,0.0,91.0,91.0,91.0,91.0,91.0,9.0,32.44444444444444,10.643203360726401,13.0,28.0,31.0,37.0,52.0,8.0,1.75725,0.0989888161071023,1.55,1.755,1.782,1.8005,1.85
1354757,16.0,29419291.0,0.0,29419291.0,29419291.0,29419291.0,29419291.0,29419291.0,16.0,49515960.37381404,1.5389853104779786e-08,49515960.37381404,49515960.37381404,49515960.37381404,49515960.37381404,49515960.37381404,16.0,35000000.0,0.0,35000000.0,35000000.0,35000000.0,35000000.0,35000000.0,16.0,58908918.4060721,7.694926552389893e-09,58908918.4060721,58908918.4060721,58908918.4060721,58908918.4060721,58908918.4060721,16.0,123.0,0.0,123.0,123.0,123.0,123.0,123.0,16.0,50.625,14.58709475301142,32.0,38.0,48.5,63.0,74.0,13.0,1.7870000000000001,0.09557370628647474,1.63,1.727,1.8,1.85,1.956
1354975,19.0,94935764.0,0.0,94935764.0,94935764.0,94935764.0,94935764.0,94935764.0,19.0,157251209.46405226,3.061897557461747e-08,157251209.46405226,157251209.46405226,157251209.46405226,157251209.46405226,157251209.46405226,19.0,45000000.0,0.0,45000000.0,45000000.0,45000000.0,45000000.0,45000000.0,19.0,74537815.12605041,0.0,74537815.1260504,74537815.1260504,74537815.1260504,74537815.1260504,74537815.1260504,19.0,99.0,0.0,99.0,99.0,99.0,99.0,99.0,15.0,40.8,15.978557059831333,10.0,29.5,40.0,53.5,67.0,9.0,1.7766666666666664,0.11423659658795861,1.6,1.7,1.82,1.88,1.89
1355085,19.0,372234864.0,0.0,372234864.0,372234864.0,372234864.0,372234864.0,372234864.0,19.0,535125323.1247974,3.061897557461747e-07,535125323.12479734,535125323.12479734,535125323.12479734,535125323.12479734,535125323.12479734,19.0,180000000.0,0.0,180000000.0,180000000.0,180000000.0,180000000.0,180000000.0,19.0,258768233.3873581,6.123795114923494e-08,258768233.38735816,258768233.38735816,258768233.38735816,258768233.38735816,258768233.38735816,19.0,114.0,0.0,114.0,114.0,114.0,114.0,114.0,19.0,47.36842105263158,22.331369382094152,10.0,33.0,51.0,64.0,85.0,13.0,1.759769230769231,0.11117415305588031,1.57,1.68,1.78,1.8,1.96
1356971,12.0,4000000.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,12.0,44349999.99999999,0.0,44349999.99999999,44349999.99999999,44349999.99999999,44349999.99999999,44349999.99999999,12.0,2238813.0,0.0,2238813.0,2238813.0,2238813.0,2238813.0,2238813.0,12.0,24822839.13749999,3.890938817464512e-09,24822839.137499996,24822839.137499996,24822839.137499996,24822839.137499996,24822839.137499996,12.0,113.0,0.0,113.0,113.0,113.0,113.0,113.0,8.0,39.0,11.109841197270617,25.0,29.25,39.5,47.25,54.0,5.0,1.7866,0.07178300634551334,1.69,1.74,1.803,1.83,1.87
1356982,13.0,53458319.0,0.0,53458319.0,53458319.0,53458319.0,53458319.0,53458319.0,13.0,104559049.5104741,1.5509620304898416e-08,104559049.51047409,104559049.51047409,104559049.51047409,104559049.51047409,104559049.51047409,13.0,58000000.0,0.0,58000000.0,58000000.0,58000000.0,58000000.0,58000000.0,13.0,113442116.86879824,1.5509620304898416e-08,113442116.86879823,113442116.86879823,113442116.86879823,113442116.86879823,113442116.86879823,13.0,127.0,0.0,127.0,127.0,127.0,127.0,127.0,13.0,48.07692307692308,15.739872608874245,28.0,32.0,53.0,64.0,69.0,10.0,1.761,0.08078228628714207,1.65,1.7175,1.7525,1.83,1.88
1357149,8.0,471210.0,0.0,471210.0,471210.0,471210.0,471210.0,471210.0,8.0,793099.1840607211,1.2445321395640466e-10,793099.1840607211,793099.1840607211,793099.1840607211,793099.1840607211,793099.1840607211,0.0,,,,,,,,0.0,,,,,,,,8.0,108.0,0.0,108.0,108.0,108.0,108.0,108.0,8.0,37.75,16.394685550071227,12.0,27.75,34.0,54.25,58.0,8.0,1.7625,0.1002496882788171,1.57,1.7325,1.77,1.835,1.88
1357152,13.0,26325256.0,0.0,26325256.0,26325256.0,26325256.0,26325256.0,26325256.0,13.0,51489530.47850055,7.754810152449208e-09,51489530.478500545,51489530.478500545,51489530.478500545,51489530.478500545,51489530.478500545,13.0,10500000.0,0.0,10500000.0,10500000.0,10500000.0,10500000.0,10500000.0,13.0,20536934.95038589,3.877405076224604e-09,20536934.950385887,20536934.950385887,20536934.950385887,20536934.950385887,20536934.950385887,13.0,113.0,0.0,113.0,113.0,113.0,113.0,113.0,12.0,37.5,16.555691139028568,13.0,27.0,37.0,46.5,75.0,7.0,1.8147142857142853,0.14171181353450424,1.65,1.69,1.803,1.9449999999999998,1.98
1357356,21.0,343786.0,0.0,343786.0,343786.0,343786.0,343786.0,343786.0,21.0,866301.6534090906,3.5787062134918286e-10,866301.6534090908,866301.6534090908,866301.6534090908,866301.6534090908,866301.6534090908,0.0,,,,,,,,0.0,,,,,,,,21.0,93.0,0.0,93.0,93.0,93.0,93.0,93.0,18.0,38.77777777777778,11.790103305218,22.0,29.0,39.0,49.25,59.0,13.0,1.779923076923077,0.1222882261561196,1.54,1.73,1.82,1.854,1.956
1357504,16.0,6919198.0,0.0,6919198.0,6919198.0,6919198.0,6919198.0,6919198.0,16.0,11460931.140989726,3.8474632761949464e-09,11460931.140989726,11460931.140989726,11460931.140989726,11460931.140989726,11460931.140989726,16.0,9000000.0,0.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,16.0,14907563.02521008,0.0,14907563.02521008,14907563.02521008,14907563.02521008,14907563.02521008,14907563.02521008,16.0,97.0,0.0,97.0,97.0,97.0,97.0,97.0,15.0,36.2,13.738371706387085,13.0,25.5,36.0,48.5,55.0,12.0,1.7689166666666667,0.08789814180819375,1.664,1.6949999999999998,1.7734999999999999,1.8225,1.94
1358544,10.0,4468000.0,0.0,4468000.0,4468000.0,4468000.0,4468000.0,4468000.0,10.0,23415751.84638109,3.926800762822702e-09,23415751.84638109,23415751.84638109,23415751.84638109,23415751.84638109,23415751.84638109,0.0,,,,,,,,0.0,,,,,,,,10.0,94.0,0.0,94.0,94.0,94.0,94.0,94.0,6.0,37.333333333333336,12.894443247642243,20.0,31.0,34.5,47.75,53.0,2.0,1.854,0.10748023074035516,1.778,1.816,1.854,1.892,1.93
1358857,13.0,12442673.0,0.0,12442673.0,12442673.0,12442673.0,12442673.0,12442673.0,13.0,91590464.32365142,1.5509620304898416e-08,91590464.32365143,91590464.32365143,91590464.32365143,91590464.32365143,91590464.32365143,13.0,1300000.0,0.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,13.0,9569294.605809124,1.938702538112302e-09,9569294.605809126,9569294.605809126,9569294.605809126,9569294.605809126,9569294.605809126,13.0,106.0,0.0,106.0,106.0,106.0,106.0,106.0,12.0,34.083333333333336,17.70700084113283,0.0,25.5,31.5,40.0,67.0,6.0,1.8083333333333336,0.07026141662866377,1.7,1.7675,1.8250000000000002,1.86,1.88
1362608,11.0,16907725.0,0.0,16907725.0,16907725.0,16907725.0,16907725.0,16907725.0,11.0,24995253.458333336,3.9071174270292805e-09,24995253.458333332,24995253.458333332,24995253.458333332,24995253.458333332,24995253.458333332,0.0,,,,,,,,0.0,,,,,,,,11.0,97.0,0.0,97.0,97.0,97.0,97.0,97.0,10.0,36.8,15.039208016972763,18.0,26.25,31.0,52.0,57.0,7.0,1.6954285714285717,0.11575672355253948,1.57,1.589,1.69,1.79,1.85
1363646,9.0,2015882.0,0.0,2015882.0,2015882.0,2015882.0,2015882.0,2015882.0,9.0,5480727.460536398,0.0,5480727.460536398,5480727.460536398,5480727.460536398,5480727.460536398,5480727.460536398,0.0,,,,,,,,0.0,,,,,,,,9.0,91.0,0.0,91.0,91.0,91.0,91.0,91.0,6.0,40.333333333333336,21.07763427585427,21.0,24.0,33.0,55.5,71.0,3.0,1.6499999999999997,0.029999999999999916,1.62,1.635,1.65,1.665,1.68
1364070,10.0,6000000.0,0.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,10.0,55150259.0673575,7.853601525645404e-09,55150259.0673575,55150259.0673575,55150259.0673575,55150259.0673575,55150259.0673575,0.0,,,,,,,,0.0,,,,,,,,10.0,125.0,0.0,125.0,125.0,125.0,125.0,125.0,9.0,38.0,11.76860229593982,23.0,28.0,35.0,45.0,58.0,2.0,1.821,0.10040916292848968,1.75,1.7854999999999999,1.821,1.8565,1.892
1364174,11.0,3250000.0,0.0,3250000.0,3250000.0,3250000.0,3250000.0,3250000.0,11.0,36034374.99999999,0.0,36034374.99999999,36034374.99999999,36034374.99999999,36034374.99999999,36034374.99999999,0.0,,,,,,,,0.0,,,,,,,,11.0,128.0,0.0,128.0,128.0,128.0,128.0,128.0,10.0,31.8,5.808040403899867,22.0,28.5,31.0,36.25,41.0,4.0,1.755,0.06244997998398404,1.68,1.725,1.755,1.7850000000000001,1.83
1364293,5.0,932000.0,0.0,932000.0,932000.0,932000.0,932000.0,932000.0,5.0,19800814.371257484,0.0,19800814.371257484,19800814.371257484,19800814.371257484,19800814.371257484,19800814.371257484,0.0,,,,,,,,0.0,,,,,,,,5.0,96.0,0.0,96.0,96.0,96.0,96.0,96.0,3.0,30.666666666666668,3.5118845842842465,27.0,29.0,31.0,32.5,34.0,3.0,1.728,0.12219656296312102,1.61,1.665,1.72,1.787,1.854
1364299,10.0,1421000.0,0.0,1421000.0,1421000.0,1421000.0,1421000.0,1421000.0,10.0,28809760.0,0.0,28809760.0,28809760.0,28809760.0,28809760.0,28809760.0,0.0,,,,,,,,0.0,,,,,,,,10.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,2.0,35.0,7.0710678118654755,30.0,32.5,35.0,37.5,40.0,4.0,1.6925000000000001,0.10750968948580088,1.6,1.6,1.685,1.7775,1.8
1364770,10.0,96618699.0,0.0,96618699.0,96618699.0,96618699.0,96618699.0,96618699.0,10.0,172870975.3161876,0.0,172870975.3161876,172870975.3161876,172870975.3161876,172870975.3161876,172870975.3161876,0.0,,,,,,,,0.0,,,,,,,,10.0,125.0,0.0,125.0,125.0,125.0,125.0,125.0,9.0,40.44444444444444,13.501028767385757,24.0,32.0,37.0,45.0,68.0,7.0,1.8142857142857143,0.06896790143662068,1.73,1.755,1.83,1.869,1.892
1365411,3.0,1300000.0,0.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,3.0,14642539.682539681,0.0,14642539.682539681,14642539.682539681,14642539.682539681,14642539.682539681,14642539.682539681,0.0,,,,,,,,0.0,,,,,,,,3.0,98.0,0.0,98.0,98.0,98.0,98.0,98.0,3.0,27.0,9.0,18.0,22.5,27.0,31.5,36.0,2.0,1.69,0.12727922061357852,1.6,1.645,1.69,1.735,1.78
1365451,10.0,2000000.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,10.0,22244514.106583066,3.926800762822702e-09,22244514.10658307,22244514.10658307,22244514.10658307,22244514.10658307,22244514.10658307,0.0,,,,,,,,0.0,,,,,,,,10.0,105.0,0.0,105.0,105.0,105.0,105.0,105.0,9.0,37.44444444444444,8.833333333333334,18.0,38.0,40.0,41.0,49.0,1.0,1.803,,1.803,1.803,1.803,1.803,1.803
1365630,15.0,2500000.0,0.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,15.0,24915730.33707864,7.7120836005623e-09,24915730.337078646,24915730.337078646,24915730.337078646,24915730.337078646,24915730.337078646,15.0,2900000.0,0.0,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,15.0,28902247.19101124,3.85604180028115e-09,28902247.19101123,28902247.19101123,28902247.19101123,28902247.19101123,28902247.19101123,15.0,136.0,0.0,136.0,136.0,136.0,136.0,136.0,11.0,45.09090909090909,12.95727244025181,20.0,37.5,50.0,53.5,60.0,6.0,1.6864999999999999,0.10381859178393818,1.57,1.6125,1.6629999999999998,1.77125,1.82
1365985,9.0,31897253.0,0.0,31897253.0,31897253.0,31897253.0,31897253.0,31897253.0,9.0,258973578.13272306,0.0,258973578.13272306,258973578.13272306,258973578.13272306,258973578.13272306,258973578.13272306,9.0,2000000.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,9.0,16237986.270022878,1.9756335239481576e-09,16237986.27002288,16237986.27002288,16237986.27002288,16237986.27002288,16237986.27002288,9.0,104.0,0.0,104.0,104.0,104.0,104.0,104.0,7.0,35.142857142857146,7.776643908280131,28.0,31.0,32.0,36.5,51.0,4.0,1.7377500000000001,0.18448193226799564,1.52,1.61825,1.7605,1.8800000000000001,1.91
1367143,16.0,25000000.0,0.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,16.0,151107325.38330492,3.077970620955957e-08,151107325.38330492,151107325.38330492,151107325.38330492,151107325.38330492,151107325.38330492,0.0,,,,,,,,0.0,,,,,,,,16.0,114.0,0.0,114.0,114.0,114.0,114.0,114.0,14.0,39.57142857142857,12.106668764421887,20.0,30.5,42.5,45.5,67.0,7.0,1.8392857142857142,0.07248152473955985,1.73,1.7925,1.85,1.89,1.93
1367452,17.0,40491165.0,0.0,40491165.0,40491165.0,40491165.0,40491165.0,40491165.0,17.0,112148831.70960185,1.5359765386647212e-08,112148831.70960185,112148831.70960185,112148831.70960185,112148831.70960185,112148831.70960185,17.0,15000000.0,0.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,17.0,41545667.44730678,1.5359765386647212e-08,41545667.44730678,41545667.44730678,41545667.44730678,41545667.44730678,41545667.44730678,17.0,109.0,0.0,109.0,109.0,109.0,109.0,109.0,11.0,45.0,16.61324772583615,8.0,39.0,43.0,58.0,69.0,7.0,1.7864285714285713,0.07972422706400098,1.65,1.7650000000000001,1.78,1.82,1.905
1367497,5.0,2835116.0,0.0,2835116.0,2835116.0,2835116.0,2835116.0,2835116.0,5.0,7144170.147727272,0.0,7144170.147727272,7144170.147727272,7144170.147727272,7144170.147727272,7144170.147727272,0.0,,,,,,,,0.0,,,,,,,,5.0,116.0,0.0,116.0,116.0,116.0,116.0,116.0,5.0,37.6,21.25558750070202,17.0,17.0,37.0,52.0,65.0,4.0,1.7592500000000002,0.07655662392416918,1.65,1.746,1.779,1.7922500000000001,1.829
1367498,15.0,19650000.0,0.0,19650000.0,19650000.0,19650000.0,19650000.0,19650000.0,15.0,49515767.04545453,7.7120836005623e-09,49515767.04545454,49515767.04545454,49515767.04545454,49515767.04545454,49515767.04545454,0.0,,,,,,,,0.0,,,,,,,,15.0,130.0,0.0,130.0,130.0,130.0,130.0,130.0,14.0,41.42857142857143,18.19853876515401,16.0,28.0,41.5,53.5,75.0,13.0,1.7848461538461537,0.09561018613258575,1.62,1.74,1.8,1.85,1.93
1367501,7.0,21486757.0,0.0,21486757.0,21486757.0,21486757.0,21486757.0,21486757.0,7.0,54144185.96306818,8.047546816875364e-09,54144185.96306817,54144185.96306817,54144185.96306817,54144185.96306817,54144185.96306817,7.0,10000000.0,0.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,7.0,25198863.63636363,4.023773408437682e-09,25198863.636363633,25198863.636363633,25198863.636363633,25198863.636363633,25198863.636363633,7.0,104.0,0.0,104.0,104.0,104.0,104.0,104.0,7.0,33.42857142857143,9.413769044280171,25.0,28.5,30.0,35.0,52.0,7.0,1.7954285714285714,0.09715770194698435,1.68,1.73,1.778,1.8599999999999999,1.93
1367554,12.0,13351357.0,0.0,13351357.0,13351357.0,13351357.0,13351357.0,13351357.0,12.0,28365637.50658683,7.781877634929024e-09,28365637.506586824,28365637.506586824,28365637.506586824,28365637.506586824,28365637.506586824,12.0,43000000.0,0.0,43000000.0,43000000.0,43000000.0,43000000.0,43000000.0,12.0,91355688.62275447,1.5563755269858047e-08,91355688.62275448,91355688.62275448,91355688.62275448,91355688.62275448,91355688.62275448,12.0,119.0,0.0,119.0,119.0,119.0,119.0,119.0,11.0,35.72727272727273,16.000568171730087,17.0,24.0,32.0,45.0,66.0,9.0,1.726888888888889,0.0977285071568737,1.575,1.7,1.73,1.8,1.867
1367574,11.0,13323144.0,0.0,13323144.0,13323144.0,13323144.0,13323144.0,13323144.0,11.0,25305414.83511777,3.9071174270292805e-09,25305414.835117772,25305414.835117772,25305414.835117772,25305414.835117772,25305414.835117772,0.0,,,,,,,,0.0,,,,,,,,11.0,130.0,0.0,130.0,130.0,130.0,130.0,130.0,11.0,33.63636363636363,16.25590801691943,7.0,24.5,38.0,44.0,52.0,9.0,1.7481111111111112,0.11262597884640609,1.55,1.65,1.78,1.803,1.92
1367581,19.0,112215759.0,0.0,112215759.0,112215759.0,112215759.0,112215759.0,112215759.0,19.0,205227583.985567,6.123795114923494e-08,205227583.985567,205227583.985567,205227583.985567,205227583.985567,205227583.985567,19.0,70000000.0,0.0,70000000.0,70000000.0,70000000.0,70000000.0,70000000.0,19.0,128020618.55670106,0.0,128020618.55670103,128020618.55670103,128020618.55670103,128020618.55670103,128020618.55670103,19.0,112.0,0.0,112.0,112.0,112.0,112.0,112.0,19.0,46.21052631578947,12.572363639561978,19.0,39.5,44.0,51.5,72.0,15.0,1.7658,0.09822437870217643,1.6,1.7135,1.75,1.8250000000000002,1.96
1368785,9.0,17129000.0,0.0,17129000.0,17129000.0,17129000.0,17129000.0,17129000.0,9.0,36391432.33532934,7.90253409579263e-09,36391432.33532934,36391432.33532934,36391432.33532934,36391432.33532934,36391432.33532934,0.0,,,,,,,,0.0,,,,,,,,9.0,110.0,0.0,110.0,110.0,110.0,110.0,110.0,9.0,39.22222222222222,8.496731397687256,29.0,34.0,37.0,44.0,54.0,7.0,1.7379999999999998,0.06260990336999417,1.638,1.705,1.74,1.779,1.82
1369060,10.0,13253715.0,0.0,13253715.0,13253715.0,13253715.0,13253715.0,13253715.0,10.0,54426135.20833333,0.0,54426135.20833333,54426135.20833333,54426135.20833333,54426135.20833333,54426135.20833333,0.0,,,,,,,,0.0,,,,,,,,10.0,103.0,0.0,103.0,103.0,103.0,103.0,103.0,9.0,34.333333333333336,15.88238017426859,18.0,20.0,27.0,51.0,55.0,3.0,1.7016666666666664,0.15971328477410177,1.52,1.6425,1.765,1.7925,1.82
1369312,6.0,4865000.0,0.0,4865000.0,4865000.0,4865000.0,4865000.0,4865000.0,6.0,17595331.294597346,0.0,17595331.294597346,17595331.294597346,17595331.294597346,17595331.294597346,17595331.294597346,6.0,5500000.0,0.0,5500000.0,5500000.0,5500000.0,5500000.0,5500000.0,6.0,19891946.99286442,0.0,19891946.99286442,19891946.99286442,19891946.99286442,19891946.99286442,19891946.99286442,6.0,95.0,0.0,95.0,95.0,95.0,95.0,95.0,6.0,36.0,13.914021704740868,19.0,27.0,35.0,42.25,58.0,2.0,1.71,0.05656854249492385,1.67,1.69,1.71,1.73,1.75
1370478,6.0,13249614.0,0.0,13249614.0,13249614.0,13249614.0,13249614.0,13249614.0,6.0,25914901.031973537,0.0,25914901.031973537,25914901.031973537,25914901.031973537,25914901.031973537,25914901.031973537,0.0,,,,,,,,0.0,,,,,,,,6.0,109.0,0.0,109.0,109.0,109.0,109.0,109.0,6.0,32.833333333333336,7.909909396868379,25.0,27.5,30.0,37.75,45.0,5.0,1.7857999999999996,0.0752210077039653,1.67,1.75,1.829,1.83,1.85
1370704,10.0,2488740.0,0.0,2488740.0,2488740.0,2488740.0,2488740.0,2488740.0,10.0,6531101.71597633,9.817001907056755e-10,6531101.715976331,6531101.715976331,6531101.715976331,6531101.715976331,6531101.715976331,0.0,,,,,,,,0.0,,,,,,,,10.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,7.0,34.714285714285715,6.921326600064607,23.0,31.5,36.0,38.5,44.0,1.0,1.87,,1.87,1.87,1.87,1.87,1.87
1370976,1.0,93000.0,,93000.0,93000.0,93000.0,93000.0,93000.0,1.0,146715.87372165406,,146715.87372165406,146715.87372165406,146715.87372165406,146715.87372165406,146715.87372165406,0.0,,,,,,,,0.0,,,,,,,,1.0,72.0,,72.0,72.0,72.0,72.0,72.0,0.0,,,,,,,,0.0,,,,,,,
1371113,13.0,14339171.0,0.0,14339171.0,14339171.0,14339171.0,14339171.0,14339171.0,13.0,22621333.35171187,0.0,22621333.35171187,22621333.35171187,22621333.35171187,22621333.35171187,22621333.35171187,0.0,,,,,,,,0.0,,,,,,,,13.0,105.0,0.0,105.0,105.0,105.0,105.0,105.0,0.0,,,,,,,,9.0,1.7356666666666667,0.10645186705737016,1.549,1.69,1.73,1.83,1.85
1371138,14.0,63456988.0,0.0,63456988.0,63456988.0,63456988.0,63456988.0,63456988.0,14.0,208082618.69131234,3.092733154671018e-08,208082618.69131237,208082618.69131237,208082618.69131237,208082618.69131237,208082618.69131237,14.0,12000000.0,0.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,14.0,39349353.04990757,0.0,39349353.04990757,39349353.04990757,39349353.04990757,39349353.04990757,39349353.04990757,14.0,83.0,0.0,83.0,83.0,83.0,83.0,83.0,13.0,50.38461538461539,22.291771507062354,9.0,35.0,58.0,66.0,74.0,9.0,1.7055555555555555,0.08790777996160394,1.57,1.62,1.7,1.78,1.82
1373219,23.0,34409206.0,0.0,34409206.0,34409206.0,34409206.0,34409206.0,34409206.0,23.0,56995267.45471522,2.2854090846130777e-08,56995267.45471521,56995267.45471521,56995267.45471521,56995267.45471521,56995267.45471521,0.0,,,,,,,,0.0,,,,,,,,23.0,88.0,0.0,88.0,88.0,88.0,88.0,88.0,7.0,37.285714285714285,18.812356628151665,10.0,23.5,41.0,51.5,60.0,4.0,1.746,0.08914407813571623,1.65,1.689,1.74,1.7970000000000002,1.854
