,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,budget,budget,budget,budget,budget,budget,budget,budget,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,runtime,runtime,runtime,runtime,runtime,runtime,runtime,runtime,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_height,a_height,a_height,a_height,a_height,a_height,a_height,a_height
3995423,12.0,114830111.0,0.0,114830111.0,114830111.0,114830111.0,114830111.0,114830111.0,12.0,169757180.7616667,3.1127510539716095e-08,169757180.76166666,169757180.76166666,169757180.76166666,169757180.76166666,169757180.76166666,12.0,40000000.0,0.0,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,12.0,59133333.333333336,7.781877634929024e-09,59133333.33333333,59133333.33333333,59133333.33333333,59133333.33333333,59133333.33333333,12.0,105.0,0.0,105.0,105.0,105.0,105.0,105.0,8.0,46.5,16.621844491082037,27.0,38.0,41.5,56.0,76.0,8.0,1.768625,0.07011202770260916,1.651,1.725,1.779,1.8050000000000002,1.86
3997734,18.0,101589228.0,0.0,101589228.0,101589228.0,101589228.0,101589228.0,101589228.0,18.0,150182742.06,3.0666336740703974e-08,150182742.06,150182742.06,150182742.06,150182742.06,150182742.06,18.0,64000000.0,0.0,64000000.0,64000000.0,64000000.0,64000000.0,64000000.0,18.0,94613333.33333331,1.5333168370351987e-08,94613333.33333333,94613333.33333333,94613333.33333333,94613333.33333333,94613333.33333333,18.0,98.0,0.0,98.0,98.0,98.0,98.0,98.0,16.0,37.4375,12.521814298788069,9.0,32.25,37.0,41.25,64.0,14.0,1.754714285714286,0.10870597504732211,1.524,1.7,1.78,1.839,1.91
4003996,10.0,33500000.0,0.0,33500000.0,33500000.0,33500000.0,33500000.0,33500000.0,10.0,164851595.00693482,3.1414406102581615e-08,164851595.0069348,164851595.0069348,164851595.0069348,164851595.0069348,164851595.0069348,0.0,,,,,,,,0.0,,,,,,,,10.0,112.0,0.0,112.0,112.0,112.0,112.0,112.0,8.0,37.875,8.201698430377524,30.0,32.0,34.5,41.75,53.0,6.0,1.758333333333333,0.11956866925188499,1.59,1.685,1.7650000000000001,1.8450000000000002,1.9
4006786,13.0,7000000.0,0.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,13.0,10063209.076175038,1.938702538112302e-09,10063209.07617504,10063209.07617504,10063209.07617504,10063209.07617504,10063209.07617504,0.0,,,,,,,,0.0,,,,,,,,13.0,111.0,0.0,111.0,111.0,111.0,111.0,111.0,13.0,28.0,13.625955623979797,14.0,19.0,22.0,36.0,56.0,10.0,1.682,0.12416834450767947,1.52,1.6,1.66,1.76,1.93
4012556,7.0,14143280.0,0.0,14143280.0,14143280.0,14143280.0,14143280.0,14143280.0,7.0,30956420.382479943,4.023773408437682e-09,30956420.382479947,30956420.382479947,30956420.382479947,30956420.382479947,30956420.382479947,0.0,,,,,,,,0.0,,,,,,,,7.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,3.0,37.666666666666664,27.15388247255507,9.0,25.0,41.0,52.0,63.0,2.0,1.74,0.1555634918610406,1.63,1.685,1.74,1.795,1.85
4015886,10.0,8500000.0,0.0,8500000.0,8500000.0,8500000.0,8500000.0,8500000.0,10.0,93080246.91358021,1.5707203051290808e-08,93080246.91358022,93080246.91358022,93080246.91358022,93080246.91358022,93080246.91358022,10.0,4550000.0,0.0,4550000.0,4550000.0,4550000.0,4550000.0,4550000.0,10.0,49825308.6419753,7.853601525645404e-09,49825308.6419753,49825308.6419753,49825308.6419753,49825308.6419753,49825308.6419753,10.0,133.0,0.0,133.0,133.0,133.0,133.0,133.0,7.0,30.571428571428573,10.659223593632307,12.0,25.5,34.0,36.0,45.0,3.0,1.6666666666666667,0.08504900548115378,1.57,1.635,1.7,1.7149999999999999,1.73
4016437,12.0,30036000.0,0.0,30036000.0,30036000.0,30036000.0,30036000.0,30036000.0,12.0,92748240.20887728,1.5563755269858047e-08,92748240.20887727,92748240.20887727,92748240.20887727,92748240.20887727,92748240.20887727,12.0,12000000.0,0.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12.0,37054830.28720627,7.781877634929024e-09,37054830.28720626,37054830.28720626,37054830.28720626,37054830.28720626,37054830.28720626,12.0,150.0,0.0,150.0,150.0,150.0,150.0,150.0,9.0,35.888888888888886,10.879389280245059,26.0,31.0,33.0,35.0,63.0,5.0,1.7782399999999998,0.08536444224617179,1.68,1.7272,1.75,1.854,1.88
4018828,12.0,87528173.0,0.0,87528173.0,87528173.0,87528173.0,87528173.0,87528173.0,12.0,129395815.75166662,4.6691265809574145e-08,129395815.75166667,129395815.75166667,129395815.75166667,129395815.75166667,129395815.75166667,12.0,50000000.0,0.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,12.0,73916666.66666664,1.5563755269858047e-08,73916666.66666666,73916666.66666666,73916666.66666666,73916666.66666666,73916666.66666666,12.0,99.0,0.0,99.0,99.0,99.0,99.0,99.0,12.0,30.0,14.301938838683885,12.0,17.25,30.5,37.75,54.0,11.0,1.7295454545454545,0.13025618114804657,1.5,1.6604999999999999,1.7,1.85,1.91
4021176,16.0,64350171.0,0.0,64350171.0,64350171.0,64350171.0,64350171.0,64350171.0,16.0,125862407.22601983,1.5389853104779786e-08,125862407.22601983,125862407.22601983,125862407.22601983,125862407.22601983,125862407.22601983,16.0,35000000.0,0.0,35000000.0,35000000.0,35000000.0,35000000.0,35000000.0,16.0,68456449.83461961,1.5389853104779786e-08,68456449.83461961,68456449.83461961,68456449.83461961,68456449.83461961,68456449.83461961,16.0,111.0,0.0,111.0,111.0,111.0,111.0,111.0,11.0,38.63636363636363,19.366325037408245,8.0,32.0,36.0,46.5,77.0,6.0,1.8099999999999998,0.06811460929932724,1.72,1.78,1.7915,1.851,1.91
4021666,5.0,2570145.0,0.0,2570145.0,2570145.0,2570145.0,2570145.0,2570145.0,5.0,5301671.197674418,0.0,5301671.197674418,5301671.197674418,5301671.197674418,5301671.197674418,5301671.197674418,5.0,13000000.0,0.0,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0,5.0,26816279.069767438,0.0,26816279.069767438,26816279.069767438,26816279.069767438,26816279.069767438,26816279.069767438,5.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,5.0,26.0,10.222524150130436,19.0,21.0,22.0,24.0,44.0,3.0,1.6963333333333335,0.18011200219122908,1.52,1.6045,1.689,1.7845,1.88
4032134,9.0,9851610.0,0.0,9851610.0,9851610.0,9851610.0,9851610.0,9851610.0,9.0,19268749.878721055,0.0,19268749.878721055,19268749.878721055,19268749.878721055,19268749.878721055,19268749.878721055,9.0,50000000.0,0.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,9.0,97794928.33517088,0.0,97794928.33517088,97794928.33517088,97794928.33517088,97794928.33517088,97794928.33517088,9.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0,9.0,40.0,11.715374513859981,26.0,36.0,39.0,41.0,68.0,8.0,1.814,0.06931501589534139,1.71,1.766,1.83,1.858,1.91
4032170,10.0,18137661.0,0.0,18137661.0,18137661.0,18137661.0,18137661.0,18137661.0,10.0,36480964.41496598,0.0,36480964.41496598,36480964.41496598,36480964.41496598,36480964.41496598,36480964.41496598,0.0,,,,,,,,0.0,,,,,,,,10.0,110.0,0.0,110.0,110.0,110.0,110.0,110.0,8.0,36.75,15.618212811604643,13.0,28.0,35.0,45.0,63.0,8.0,1.74125,0.06664136424602543,1.65,1.705,1.745,1.77,1.85
4032619,14.0,3446539.0,0.0,3446539.0,3446539.0,3446539.0,3446539.0,3446539.0,14.0,6398911.759288331,0.0,6398911.759288331,6398911.759288331,6398911.759288331,6398911.759288331,6398911.759288331,0.0,,,,,,,,0.0,,,,,,,,14.0,85.0,0.0,85.0,85.0,85.0,85.0,85.0,6.0,36.333333333333336,15.667375870472588,17.0,28.75,32.0,44.25,61.0,3.0,1.7699999999999998,0.09643650760992951,1.7,1.7149999999999999,1.73,1.805,1.88
4032727,9.0,15593.0,0.0,15593.0,15593.0,15593.0,15593.0,15593.0,9.0,27899.12455874937,3.858659226461245e-12,27899.12455874937,27899.12455874937,27899.12455874937,27899.12455874937,27899.12455874937,0.0,,,,,,,,0.0,,,,,,,,9.0,89.0,0.0,89.0,89.0,89.0,89.0,89.0,9.0,33.44444444444444,7.17828515578601,28.0,29.0,30.0,35.0,47.0,7.0,1.7157142857142857,0.09692903638868021,1.57,1.665,1.73,1.775,1.83
4037152,7.0,16894678.0,0.0,16894678.0,16894678.0,16894678.0,16894678.0,16894678.0,7.0,52169118.83724977,8.047546816875364e-09,52169118.83724978,52169118.83724978,52169118.83724978,52169118.83724978,52169118.83724978,0.0,,,,,,,,0.0,,,,,,,,7.0,85.0,0.0,85.0,85.0,85.0,85.0,85.0,2.0,35.0,12.727922061357855,26.0,30.5,35.0,39.5,44.0,1.0,1.829,,1.829,1.829,1.829,1.829,1.829
4038581,3.0,12303904.0,0.0,12303904.0,12303904.0,12303904.0,12303904.0,12303904.0,3.0,33451533.633716475,4.562530187486071e-09,33451533.63371647,33451533.63371647,33451533.63371647,33451533.63371647,33451533.63371647,0.0,,,,,,,,0.0,,,,,,,,3.0,108.0,0.0,108.0,108.0,108.0,108.0,108.0,3.0,37.0,4.0,33.0,35.0,37.0,39.0,41.0,3.0,1.7633333333333334,0.04725815626252613,1.71,1.745,1.78,1.79,1.8
4041345,11.0,58388068.0,0.0,58388068.0,58388068.0,58388068.0,58388068.0,58388068.0,11.0,83938762.26256076,1.5628469708117122e-08,83938762.26256077,83938762.26256077,83938762.26256077,83938762.26256077,83938762.26256077,0.0,,,,,,,,0.0,,,,,,,,11.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,9.0,33.0,15.580436450882884,12.0,20.0,36.0,40.0,60.0,4.0,1.71425,0.12860371949001573,1.57,1.6524999999999999,1.7035,1.76525,1.88
4041420,10.0,2168000.0,0.0,2168000.0,2168000.0,2168000.0,2168000.0,2168000.0,10.0,44982830.40935673,7.853601525645404e-09,44982830.40935673,44982830.40935673,44982830.40935673,44982830.40935673,44982830.40935673,0.0,,,,,,,,0.0,,,,,,,,10.0,116.0,0.0,116.0,116.0,116.0,116.0,116.0,5.0,27.2,3.492849839314596,24.0,25.0,25.0,31.0,31.0,2.0,1.694,0.07919595949289339,1.638,1.666,1.694,1.722,1.75
4041425,12.0,6836201.0,0.0,6836201.0,6836201.0,6836201.0,6836201.0,6836201.0,12.0,19607793.97574777,3.890938817464512e-09,19607793.975747775,19607793.975747775,19607793.975747775,19607793.975747775,19607793.975747775,0.0,,,,,,,,0.0,,,,,,,,12.0,120.0,0.0,120.0,120.0,120.0,120.0,120.0,12.0,41.75,14.026760139105537,17.0,30.25,45.5,51.5,59.0,9.0,1.7727777777777778,0.03961621441334906,1.715,1.75,1.78,1.78,1.85
4045254,9.0,725131.0,0.0,725131.0,725131.0,725131.0,725131.0,725131.0,9.0,1827247.7187499998,0.0,1827247.7187499998,1827247.7187499998,1827247.7187499998,1827247.7187499998,1827247.7187499998,9.0,2000000.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,9.0,5039772.727272727,0.0,5039772.727272727,5039772.727272727,5039772.727272727,5039772.727272727,5039772.727272727,9.0,103.0,0.0,103.0,103.0,103.0,103.0,103.0,0.0,,,,,,,,6.0,1.7553333333333334,0.05288351980217154,1.69,1.7217500000000001,1.746,1.79125,1.83
4046725,8.0,52189039.0,0.0,52189039.0,52189039.0,52189039.0,52189039.0,52189039.0,8.0,107655064.16976742,1.5930011386419797e-08,107655064.16976742,107655064.16976742,107655064.16976742,107655064.16976742,107655064.16976742,0.0,,,,,,,,0.0,,,,,,,,8.0,94.0,0.0,94.0,94.0,94.0,94.0,94.0,6.0,33.833333333333336,17.359915514387353,10.0,29.75,32.5,34.5,64.0,6.0,1.7496666666666665,0.07473330359797212,1.64,1.6995,1.775,1.79725,1.829
4047392,1.0,130146.0,,130146.0,130146.0,130146.0,130146.0,130146.0,1.0,241631.61067503924,,241631.61067503924,241631.61067503924,241631.61067503924,241631.61067503924,241631.61067503924,0.0,,,,,,,,0.0,,,,,,,,1.0,102.0,,102.0,102.0,102.0,102.0,102.0,0.0,,,,,,,,0.0,,,,,,,
4048011,12.0,31623833.0,0.0,31623833.0,31623833.0,31623833.0,31623833.0,31623833.0,12.0,82989171.21597634,1.5563755269858047e-08,82989171.21597633,82989171.21597633,82989171.21597633,82989171.21597633,82989171.21597633,12.0,1800000.0,0.0,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,12.0,4723668.639053254,0.0,4723668.639053254,4723668.639053254,4723668.639053254,4723668.639053254,4723668.639053254,12.0,94.0,0.0,94.0,94.0,94.0,94.0,94.0,10.0,23.3,10.812030336620406,13.0,16.75,20.5,21.0,46.0,4.0,1.6675,0.08180260794538688,1.62,1.6275,1.63,1.67,1.79
4052442,9.0,4594452.0,0.0,4594452.0,4594452.0,4594452.0,4594452.0,4594452.0,9.0,11577496.943181816,1.9756335239481576e-09,11577496.943181816,11577496.943181816,11577496.943181816,11577496.943181816,11577496.943181816,9.0,16000000.0,0.0,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0,9.0,40318181.81818181,0.0,40318181.81818181,40318181.81818181,40318181.81818181,40318181.81818181,40318181.81818181,9.0,102.0,0.0,102.0,102.0,102.0,102.0,102.0,9.0,36.77777777777778,10.92906420717,24.0,31.0,33.0,41.0,60.0,6.0,1.7716666666666667,0.07359800721939878,1.65,1.7475,1.7850000000000001,1.8,1.87
4055312,9.0,11000863.0,0.0,11000863.0,11000863.0,11000863.0,11000863.0,11000863.0,9.0,24078384.90067859,0.0,24078384.90067859,24078384.90067859,24078384.90067859,24078384.90067859,24078384.90067859,9.0,22000000.0,0.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,9.0,48152991.98025909,0.0,48152991.98025909,48152991.98025909,48152991.98025909,48152991.98025909,48152991.98025909,9.0,98.0,0.0,98.0,98.0,98.0,98.0,98.0,9.0,45.22222222222222,18.599581835203836,14.0,34.0,48.0,53.0,71.0,1.0,1.6256,,1.6256,1.6256,1.6256,1.6256,1.6256
4055736,10.0,631221.0,0.0,631221.0,631221.0,631221.0,631221.0,631221.0,10.0,1154418.6123711339,0.0,1154418.6123711339,1154418.6123711339,1154418.6123711339,1154418.6123711339,1154418.6123711339,10.0,1100000.0,0.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,10.0,2011752.5773195878,4.908500953528377e-10,2011752.5773195876,2011752.5773195876,2011752.5773195876,2011752.5773195876,2011752.5773195876,10.0,85.0,0.0,85.0,85.0,85.0,85.0,85.0,9.0,38.44444444444444,11.68451016422074,21.0,34.0,38.0,50.0,53.0,7.0,1.706857142857143,0.09870398264749092,1.57,1.6400000000000001,1.72,1.764,1.85
4057650,19.0,13030214.0,0.0,13030214.0,13030214.0,13030214.0,13030214.0,13030214.0,19.0,38980775.10286678,0.0,38980775.10286678,38980775.10286678,38980775.10286678,38980775.10286678,38980775.10286678,0.0,,,,,,,,0.0,,,,,,,,19.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0,16.0,53.8125,13.059957886608977,35.0,43.25,54.5,64.5,71.0,9.0,1.8026444444444445,0.09246262908752802,1.65,1.73,1.8,1.85,1.9558
4059223,14.0,32573503.0,0.0,32573503.0,32573503.0,32573503.0,32573503.0,32573503.0,14.0,46827710.14748784,7.731832886677546e-09,46827710.14748784,46827710.14748784,46827710.14748784,46827710.14748784,46827710.14748784,14.0,30000000.0,0.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,14.0,43128038.89789303,7.731832886677546e-09,43128038.89789303,43128038.89789303,43128038.89789303,43128038.89789303,43128038.89789303,14.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0,14.0,38.92857142857143,12.474369327139955,23.0,28.75,38.5,44.25,66.0,11.0,1.7339090909090908,0.06443051225227775,1.638,1.688,1.73,1.78,1.83
4066047,18.0,16803753.0,0.0,16803753.0,16803753.0,16803753.0,16803753.0,16803753.0,18.0,24841548.185,0.0,24841548.185,24841548.185,24841548.185,24841548.185,24841548.185,0.0,,,,,,,,0.0,,,,,,,,18.0,126.0,0.0,126.0,126.0,126.0,126.0,126.0,15.0,40.93333333333333,16.064453512854605,10.0,33.0,34.0,48.5,75.0,12.0,1.7240833333333334,0.15040578950011038,1.47,1.6275,1.69,1.86,1.93
4069274,18.0,159429.0,0.0,159429.0,159429.0,159429.0,159429.0,159429.0,18.0,251513.60248999557,1.197903778933749e-10,251513.60248999554,251513.60248999554,251513.60248999554,251513.60248999554,251513.60248999554,0.0,,,,,,,,0.0,,,,,,,,18.0,81.0,0.0,81.0,81.0,81.0,81.0,81.0,12.0,44.166666666666664,15.349464505514861,24.0,32.5,39.0,53.75,73.0,8.0,1.7710000000000001,0.05788658862687576,1.7,1.7375,1.779,1.7850000000000001,1.88
4069403,11.0,1277404.0,0.0,1277404.0,1277404.0,1277404.0,1277404.0,1277404.0,11.0,2795946.571252313,0.0,2795946.571252313,2795946.571252313,2795946.571252313,2795946.571252313,2795946.571252313,11.0,1227401.0,0.0,1227401.0,1227401.0,1227401.0,1227401.0,1227401.0,11.0,2686501.386798273,4.883896783786601e-10,2686501.3867982724,2686501.3867982724,2686501.3867982724,2686501.3867982724,2686501.3867982724,11.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,6.0,33.0,13.520355024924458,10.0,31.5,34.0,36.5,52.0,5.0,1.7776,0.10917325679854013,1.62,1.74,1.778,1.84,1.91
4071544,9.0,21344312.0,0.0,21344312.0,21344312.0,21344312.0,21344312.0,21344312.0,9.0,31554007.906666663,3.951267047896315e-09,31554007.906666666,31554007.906666666,31554007.906666666,31554007.906666666,31554007.906666666,0.0,,,,,,,,0.0,,,,,,,,9.0,87.0,0.0,87.0,87.0,87.0,87.0,87.0,7.0,31.571428571428573,7.322502824789323,24.0,26.5,30.0,35.0,44.0,7.0,1.7964285714285713,0.09455484676958155,1.65,1.7485,1.8,1.855,1.918
4073660,9.0,2700000.0,0.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,9.0,30030094.043887146,0.0,30030094.043887146,30030094.043887146,30030094.043887146,30030094.043887146,30030094.043887146,0.0,,,,,,,,0.0,,,,,,,,9.0,104.0,0.0,104.0,104.0,104.0,104.0,104.0,6.0,37.166666666666664,10.962055768270233,22.0,30.25,37.5,47.0,48.0,2.0,1.74,0.08485281374238578,1.68,1.71,1.74,1.77,1.8
4078865,15.0,22222308.0,0.0,22222308.0,22222308.0,22222308.0,22222308.0,22222308.0,15.0,31946818.794165313,0.0,31946818.794165313,31946818.794165313,31946818.794165313,31946818.794165313,31946818.794165313,15.0,20000000.0,0.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,15.0,28752025.931928687,7.7120836005623e-09,28752025.931928683,28752025.931928683,28752025.931928683,28752025.931928683,28752025.931928683,15.0,124.0,0.0,124.0,124.0,124.0,124.0,124.0,14.0,46.142857142857146,20.183226634080025,7.0,34.25,41.5,63.75,80.0,10.0,1.7152999999999998,0.1909497025106059,1.27,1.72,1.7570000000000001,1.8167499999999999,1.93
4082935,4.0,492519.0,0.0,492519.0,492519.0,492519.0,492519.0,492519.0,4.0,1241091.9119318181,0.0,1241091.9119318181,1241091.9119318181,1241091.9119318181,1241091.9119318181,1241091.9119318181,0.0,,,,,,,,0.0,,,,,,,,4.0,97.0,0.0,97.0,97.0,97.0,97.0,97.0,4.0,28.5,4.123105625617661,24.0,27.0,28.0,29.5,34.0,4.0,1.7400000000000002,0.07999999999999996,1.62,1.74,1.78,1.78,1.78
4083099,8.0,8178569.0,0.0,8178569.0,8178569.0,8178569.0,8178569.0,8178569.0,8.0,25254623.857267186,0.0,25254623.857267186,25254623.857267186,25254623.857267186,25254623.857267186,25254623.857267186,8.0,20000000.0,0.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,8.0,61758050.4786771,0.0,61758050.4786771,61758050.4786771,61758050.4786771,61758050.4786771,61758050.4786771,8.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,6.0,45.5,16.306440445419103,29.0,31.0,44.0,60.75,63.0,4.0,1.8345,0.09655913559403206,1.7,1.8155000000000001,1.854,1.873,1.93
4083603,6.0,1190000.0,0.0,1190000.0,1190000.0,1190000.0,1190000.0,1190000.0,6.0,1927908.6757990867,0.0,1927908.6757990867,1927908.6757990867,1927908.6757990867,1927908.6757990867,1927908.6757990867,0.0,,,,,,,,0.0,,,,,,,,6.0,89.0,0.0,89.0,89.0,89.0,89.0,89.0,1.0,59.0,,59.0,59.0,59.0,59.0,59.0,0.0,,,,,,,
4086317,10.0,801000.0,0.0,801000.0,801000.0,801000.0,801000.0,801000.0,10.0,2297451.8997574775,4.908500953528377e-10,2297451.8997574775,2297451.8997574775,2297451.8997574775,2297451.8997574775,2297451.8997574775,10.0,5500000.0,0.0,5500000.0,5500000.0,5500000.0,5500000.0,5500000.0,10.0,15775262.73241714,1.963400381411351e-09,15775262.732417138,15775262.732417138,15775262.732417138,15775262.732417138,15775262.732417138,10.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0,8.0,37.625,14.569415127000024,19.0,30.25,35.0,41.75,62.0,1.0,1.8,,1.8,1.8,1.8,1.8,1.8
4087825,16.0,13342790.0,0.0,13342790.0,13342790.0,13342790.0,13342790.0,13342790.0,16.0,22457409.35483871,0.0,22457409.35483871,22457409.35483871,22457409.35483871,22457409.35483871,22457409.35483871,16.0,35000000.0,0.0,35000000.0,35000000.0,35000000.0,35000000.0,35000000.0,16.0,58908918.4060721,7.694926552389893e-09,58908918.4060721,58908918.4060721,58908918.4060721,58908918.4060721,58908918.4060721,16.0,93.0,0.0,93.0,93.0,93.0,93.0,93.0,15.0,38.4,16.083709593427578,18.0,25.0,29.0,53.0,63.0,12.0,1.7908333333333335,0.08959082068780903,1.6,1.775,1.8,1.855,1.88
4090453,15.0,77224232.0,0.0,77224232.0,77224232.0,77224232.0,77224232.0,77224232.0,15.0,151042764.68357223,3.08483344022492e-08,151042764.6835722,151042764.6835722,151042764.6835722,151042764.6835722,151042764.6835722,15.0,60000000.0,0.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,15.0,117353914.00220509,1.54241672011246e-08,117353914.00220506,117353914.00220506,117353914.00220506,117353914.00220506,117353914.00220506,15.0,110.0,0.0,110.0,110.0,110.0,110.0,110.0,12.0,38.583333333333336,11.42133834964054,21.0,32.75,36.5,45.25,62.0,7.0,1.7247142857142859,0.06472174875499555,1.63,1.6749999999999998,1.753,1.78,1.78
4091681,17.0,12308521.0,0.0,12308521.0,12308521.0,12308521.0,12308521.0,12308521.0,17.0,33464086.213026818,0.0,33464086.213026818,33464086.213026818,33464086.213026818,33464086.213026818,33464086.213026818,17.0,15000000.0,0.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,17.0,40781609.195402294,1.5359765386647212e-08,40781609.195402294,40781609.195402294,40781609.195402294,40781609.195402294,40781609.195402294,17.0,104.0,0.0,104.0,104.0,104.0,104.0,104.0,17.0,39.1764705882353,7.772027519554076,25.0,34.0,39.0,40.0,53.0,12.0,1.7220333333333333,0.1002522938602525,1.5494,1.65,1.7109999999999999,1.7785,1.91
4091758,12.0,3527636.0,0.0,3527636.0,3527636.0,3527636.0,3527636.0,3527636.0,12.0,8889241.852272725,1.945469408732256e-09,8889241.852272727,8889241.852272727,8889241.852272727,8889241.852272727,8889241.852272727,0.0,,,,,,,,0.0,,,,,,,,12.0,82.0,0.0,82.0,82.0,82.0,82.0,82.0,11.0,38.72727272727273,10.98263091513968,27.0,31.0,35.0,42.5,59.0,4.0,1.7785,0.1548623044298817,1.65,1.6604999999999999,1.742,1.86,1.98
4093538,16.0,442515.0,0.0,442515.0,442515.0,442515.0,442515.0,442515.0,16.0,654184.6749999999,1.2023322738109208e-10,654184.6749999999,654184.6749999999,654184.6749999999,654184.6749999999,654184.6749999999,0.0,,,,,,,,0.0,,,,,,,,16.0,128.0,0.0,128.0,128.0,128.0,128.0,128.0,12.0,44.0,16.78202501596168,23.0,27.75,45.5,53.5,69.0,9.0,1.8042222222222222,0.0633024047287656,1.73,1.753,1.778,1.854,1.89
4097799,1.0,49756507.0,,49756507.0,49756507.0,49756507.0,49756507.0,49756507.0,1.0,73556702.84833333,,73556702.84833333,73556702.84833333,73556702.84833333,73556702.84833333,73556702.84833333,1.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1.0,1478333.3333333333,,1478333.3333333333,1478333.3333333333,1478333.3333333333,1478333.3333333333,1478333.3333333333,1.0,96.0,,96.0,96.0,96.0,96.0,96.0,1.0,57.0,,57.0,57.0,57.0,57.0,57.0,1.0,1.87,,1.87,1.87,1.87,1.87,1.87
4104202,6.0,739690.0,0.0,739690.0,739690.0,739690.0,739690.0,739690.0,6.0,1128782.847311828,2.550531912153429e-10,1128782.8473118278,1128782.8473118278,1128782.8473118278,1128782.8473118278,1128782.8473118278,0.0,,,,,,,,0.0,,,,,,,,6.0,110.0,0.0,110.0,110.0,110.0,110.0,110.0,4.0,28.0,12.192894105447921,18.0,18.75,25.0,34.25,44.0,3.0,1.7266666666666666,0.025166114784235857,1.7,1.7149999999999999,1.73,1.74,1.75
4107170,10.0,3166000.0,0.0,3166000.0,3166000.0,3166000.0,3166000.0,3166000.0,10.0,4994650.0666963095,0.0,4994650.0666963095,4994650.0666963095,4994650.0666963095,4994650.0666963095,4994650.0666963095,10.0,2600000.0,0.0,2600000.0,2600000.0,2600000.0,2600000.0,2600000.0,10.0,4101734.104046242,9.817001907056755e-10,4101734.1040462423,4101734.1040462423,4101734.1040462423,4101734.1040462423,4101734.1040462423,10.0,101.0,0.0,101.0,101.0,101.0,101.0,101.0,7.0,49.285714285714285,14.360992139754664,32.0,38.5,47.0,61.0,67.0,3.0,1.83,0.07999999999999996,1.75,1.79,1.83,1.87,1.91
4110734,16.0,1338335.0,0.0,1338335.0,1338335.0,1338335.0,1338335.0,1338335.0,16.0,2484778.953427525,4.809329095243683e-10,2484778.953427525,2484778.953427525,2484778.953427525,2484778.953427525,2484778.953427525,0.0,,,,,,,,0.0,,,,,,,,16.0,137.0,0.0,137.0,137.0,137.0,137.0,137.0,10.0,29.3,10.328493490232628,7.0,28.0,32.0,34.75,42.0,5.0,1.6896,0.05280435588093096,1.63,1.638,1.715,1.715,1.75
4112888,11.0,31976848.0,0.0,31976848.0,31976848.0,31976848.0,31976848.0,31976848.0,11.0,47272440.29333334,1.5628469708117122e-08,47272440.29333333,47272440.29333333,47272440.29333333,47272440.29333333,47272440.29333333,0.0,,,,,,,,0.0,,,,,,,,11.0,103.0,0.0,103.0,103.0,103.0,103.0,103.0,10.0,29.2,13.822686666009133,17.0,20.25,23.0,36.75,56.0,9.0,1.7037555555555557,0.12412508923572936,1.57,1.6,1.664,1.82,1.85
4120842,11.0,13146773.0,0.0,13146773.0,13146773.0,13146773.0,13146773.0,13146773.0,11.0,18199278.42528287,3.9071174270292805e-09,18199278.425282873,18199278.425282873,18199278.425282873,18199278.425282873,18199278.425282873,0.0,,,,,,,,0.0,,,,,,,,11.0,85.0,0.0,85.0,85.0,85.0,85.0,85.0,7.0,44.285714285714285,8.260635280539582,36.0,39.5,41.0,47.0,60.0,1.0,1.75,,1.75,1.75,1.75,1.75,1.75
